style_id,upc_num,priority,case,availability,qty_on_hand,qty_on_order,qty_total,qty_sales_order,qty_sold_last_6m,qty_avg/mo,months_of_supply,cte_cost,qty_cte_cost,status,2015,2016,2017,2018,2019,2020,2021,2022-01,2022-02,2022-03,2022-04,total_sales_2022,monthly_avg_2022,color,country_of_origin,warranty,band_color,band_material,case_material,clasp_type,dial_color,movement_type,water_resistant,max_cart_qty,case_size,gender,retail_price,collection,wholesale_price
FS5914,796483573949,2022h2,42MM,Delivery within 6 weeks,0.0,25,25.0,0.0,0,0.0,0.0,56.0,0.0,No status reported,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Blue,Japan - JP,2 - Year International Limited Warranty,Brown,Leather,Stainless steel,Buckle,Blue,Quartz,100m - 330ft - 10atm,100.0,42.0,Mens,160.0,Fb - 01,80.0
FS5915,796483573956,2022h2,42MM,Delivery within 6 weeks,0.0,20,20.0,0.0,0,0.0,0.0,62.99999999999999,0.0,No status reported,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,White,Japan - JP,2 - Year International Limited Warranty,Silver,Stainless steel,Stainless steel,Buckle,White,Quartz,100m - 330ft - 10atm,100.0,42.0,Mens,180.0,Fb - 01,90.0
FS5916,796483570870,2022h2,44MM,Available,0.0,30,30.0,0.0,0,0.0,0.0,70.0,0.0,No status reported,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Blue,Japan - JP,2 - Year International Limited Warranty,Blue,Stainless steel,Stainless steel,Fold-over,Blue,Quartz,50m - 160ft - 5atm,100.0,44.0,Mens,200.0,Bronson,100.0
FS5920,796483570801,2022h2,42MM,Available,0.0,30,30.0,0.0,0,0.0,0.0,49.0,0.0,No status reported,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Brown,Japan - JP,2 - Year International Limited Warranty,Brown,Leather,Stainless steel,Buckle,Brown,Quartz,50m - 160ft - 5atm,100.0,42.0,Mens,140.0,Machine,70.0
FS5921,796483572102,2022h2,42MM,Available,0.0,30,30.0,0.0,0,0.0,0.0,56.0,0.0,No status reported,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Black,Japan - JP,2 - Year International Limited Warranty,Black,Leather,Stainless steel,Buckle,Black,Quartz,50m - 160ft - 5atm,100.0,42.0,Mens,160.0,Machine,80.0
FS5922,796483574380,2022h2,42MM,Available,0.0,30,30.0,0.0,0,0.0,0.0,56.0,0.0,No status reported,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,White,Japan - JP,2 - Year International Limited Warranty,Brown,Leather,Stainless steel,Buckle,White,Quartz,50m - 160ft - 5atm,100.0,42.0,Mens,160.0,Machine,80.0
FS5923,796483570832,2022h2,42MM,Available,0.0,30,30.0,0.0,0,0.0,0.0,49.0,0.0,No status reported,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Blue,Japan - JP,2 - Year International Limited Warranty,Brown,Leather,Stainless steel,Buckle,Blue,Quartz,50m - 160ft - 5atm,100.0,42.0,Mens,140.0,Dayliner,70.0
FS5924,796483570825,2022h2,42MM,Available,30.0,20,50.0,0.0,0,0.0,0.0,49.0,0.0,2022h2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Blue,Japan - JP,2 - Year International Limited Warranty,Blue,Leather,Stainless steel,Buckle,Blue,Quartz,50m - 160ft - 5atm,100.0,42.0,Mens,140.0,Dayliner,70.0
FS5925,796483570856,2022h2,42MM,Available,20.0,15,35.0,0.0,0,0.0,0.0,49.0,0.0,2022h2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Green,Japan - JP,2 - Year International Limited Warranty,Brown,Leather,Stainless steel,Buckle,Green,Quartz,50m - 160ft - 5atm,100.0,42.0,Mens,140.0,Dayliner,70.0
FS5926,796483570849,2022h2,42MM,Available,0.0,30,30.0,0.0,0,0.0,0.0,49.0,0.0,No status reported,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Black,Japan - JP,2 - Year International Limited Warranty,Blue,Leather,Stainless steel,Buckle,Black,Quartz,50m - 160ft - 5atm,100.0,42.0,Mens,140.0,Dayliner,70.0
FS5927,796483570863,2022h2,42MM,Available,0.0,20,20.0,0.0,0,0.0,0.0,49.0,0.0,No status reported,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Clear,Japan - JP,2 - Year International Limited Warranty,Brown,Leather,Stainless steel,Buckle,Clear,Quartz,50m - 160ft - 5atm,100.0,42.0,Mens,140.0,Dayliner,70.0
FS5928,796483573932,2022h2,42MM,Available,0.0,30,30.0,0.0,0,0.0,0.0,56.0,0.0,No status reported,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Blue,Japan - JP,2 - Year International Limited Warranty,Brown,Leather,Stainless steel,Buckle,Blue,Quartz,50m - 160ft - 5atm,100.0,42.0,Mens,160.0,Neutra minimalist,80.0
FS5929,796483570276,2022h1,42MM,Available,20.0,0,20.0,0.0,0,0.0,0.0,45.5,0.0,2022h1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Silver,Japan - JP,2 - Year International Limited Warranty,Multicolor,Nylon,Stainless steel,Buckle,Red,Quartz,100m - 330ft - 10atm,100.0,42.0,Mens,130.0,Fb - 01,65.0
FS5930,796483575011,2022h2,44MM,Delivery within 6 weeks,0.0,0,0.0,0.0,0,0.0,0.0,45.5,0.0,No status reported,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Black,Japan - JP,2 - Year International Limited Warranty,Black,Leather,Stainless steel,Buckle,Black,Quartz,50m - 160ft - 5atm,100.0,44.0,Mens,130.0,Neutra pride,65.0
FS5931,796483575035,2022h2,40MM,Delivery within 6 weeks,0.0,0,0.0,0.0,0,0.0,0.0,45.5,0.0,No status reported,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,White,Japan - JP,2 - Year International Limited Warranty,Brown,Leather,Stainless steel,Buckle,White,Quartz,50m - 160ft - 5atm,100.0,40.0,Mens,130.0,Neutra pride,65.0
JR1354,691464876166,B,50MM,Available,18.0,25,43.0,10.0,69,11.5,4.608695652173913,59.49999999999999,594.9999999999999,No status reported,41.0,93.0,124.0,397.0,193.0,0.0,34.0,12.0,7.0,11.0,20.0,50.0,12.5,Black,Japan - JP,2 - Year International Limited Warranty,Black,Leather,Stainless steel,No clasp type reported,Black,Quartz,50m - 160ft - 5atm,10000.0,50.0,Mens,170.0,Nate,85.0
JR1401,691464937362,B,50MM,Available,26.0,20,46.0,0.0,47,7.833333333333333,5.872340425531915,62.99999999999999,0.0,No status reported,30.0,106.0,165.0,216.0,89.0,0.0,35.0,5.0,10.0,16.0,1.0,32.0,8.0,Black,Japan - JP,2 - Year International Limited Warranty,Black,Stainless steel,Stainless steel,No clasp type reported,Black,Quartz,50m - 160ft - 5atm,10000.0,50.0,Mens,180.0,Nate,90.0
JR1437,691464976668,B,50MM,Delivery within 6 weeks,0.0,50,50.0,0.0,37,6.166666666666667,8.108108108108107,62.99999999999999,0.0,No status reported,27.0,86.0,145.0,147.0,192.0,20.0,34.0,8.0,7.0,11.0,0.0,26.0,6.5,Grey,Japan - JP,2 - Year International Limited Warranty,Grey,Stainless steel,Stainless steel,No clasp type reported,Grey,Quartz,50m - 160ft - 5atm,10000.0,50.0,Mens,180.0,Nate,90.0
JR1487,796483156814,B,50MM,Available,50.0,30,80.0,0.0,32,5.333333333333333,15.0,59.49999999999999,0.0,No status reported,47.0,112.0,186.0,260.0,152.0,35.0,31.0,8.0,4.0,7.0,0.0,19.0,4.75,Brown,Japan - JP,2 - Year International Limited Warranty,Brown,Leather,Stainless steel,No clasp type reported,Brown,Quartz,50m - 160ft - 5atm,10000.0,50.0,Mens,170.0,Nate,85.0
LE1143SET,796483561120,2022h1,42MM,Out of stock,0.0,0,0.0,0.0,0,0.0,0.0,105.0,0.0,No status reported,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Black,Japan - JP,2 - Year International Limited Warranty,Gold,Stainless steel,Stainless steel,Deployment,Black,Quartz,50m - 160ft - 5atm,100.0,42.0,Mens,300.0,Batman heritage le,150.0
ME1175,796483561922,2022h1,44MM,Delivery within 6 weeks,0.0,30,30.0,0.0,0,0.0,0.0,73.5,0.0,No status reported,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Silver,Thailand - TH,2 - Year International Limited Warranty,Silver,Stainless steel,Stainless steel,Fold-over,Black,Mechanical,50m - 160ft - 5atm,100.0,44.0,Mens,210.0,Neutra,105.0
ME3098,796483211926,B,44MM,Available,27.0,0,27.0,0.0,8,1.3333333333333333,20.25,87.5,0.0,No status reported,0.0,3.0,6.0,20.0,23.0,18.0,33.0,1.0,0.0,1.0,1.0,3.0,0.75,Brown,Japan - JP,2 - Year International Limited Warranty,Brown,Leather,Stainless steel,Buckle,Brown,Automatic,50m - 160ft - 5atm,10000.0,44.0,Mens,250.0,Townsman,125.0
ME3099,796483212916,B,44MM,Available,9.0,30,39.0,0.0,37,6.166666666666667,6.324324324324324,66.5,0.0,No status reported,5.0,13.0,24.0,93.0,19.0,39.0,77.0,1.0,21.0,6.0,1.0,29.0,7.25,Skeleton,Japan - JP,2 - Year International Limited Warranty,Brown,Leather,Stainless steel,No clasp type reported,Skeleton,Automatic,50m - 160ft - 5atm,10000.0,44.0,Mens,190.0,Grant,95.0
ME3110,796483226937,B,44MM,Available,35.0,25,60.0,0.0,30,5.0,12.0,84.0,0.0,No status reported,0.0,50.0,85.0,109.0,85.0,42.0,53.0,5.0,5.0,1.0,1.0,12.0,3.0,Blue,Japan - JP,2 - Year International Limited Warranty,Brown,Leather,Stainless steel,No clasp type reported,Blue,Automatic,50m - 160ft - 5atm,10000.0,44.0,Mens,240.0,Townsman,120.0
ME3154,796483346352,A,48MM,Available,30.0,10,40.0,0.0,39,6.5,6.153846153846154,87.5,0.0,No status reported,0.0,0.0,23.0,72.0,38.0,0.0,21.0,0.0,5.0,20.0,2.0,27.0,6.75,Skeleton,Japan - JP,2 - Year International Limited Warranty,Brown,Leather,Stainless steel,No clasp type reported,Skeleton,Automatic,50m - 160ft - 5atm,10000.0,48.0,Mens,250.0,Townsman,125.0
ME3155,796483346345,B,48MM,Available,22.0,10,32.0,0.0,23,3.8333333333333335,8.347826086956522,87.5,0.0,No status reported,0.0,0.0,15.0,15.0,13.0,14.0,27.0,1.0,1.0,11.0,1.0,14.0,3.5,Black,Japan - JP,2 - Year International Limited Warranty,Black,Leather,Stainless steel,Buckle,Black,Automatic,50m - 160ft - 5atm,10000.0,48.0,Mens,250.0,Townsman,125.0
ME3160,796483424548,C,44MM,Limited availability,18.0,0,18.0,0.0,12,2.0,9.0,84.0,0.0,No status reported,0.0,0.0,0.0,0.0,7.0,26.0,5.0,3.0,3.0,1.0,0.0,7.0,1.75,Blue,Japan - JP,2 - Year International Limited Warranty,Brown,Leather,Stainless steel,Buckle,Blue,Automatic,No water resistance reported,10000.0,44.0,Mens,240.0,Neutra,120.0
ME3161,796483424555,C,44MM,Available,0.0,10,10.0,0.0,10,1.6666666666666667,6.0,84.0,0.0,2019h2,0.0,0.0,0.0,0.0,10.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,Grey,Japan - JP,2 - Year International Limited Warranty,Brown,Leather,Stainless steel,Buckle,Grey,Automatic,50m - 160ft - 5atm,10000.0,44.0,Mens,240.0,Neutra automatic,120.0
ME3170,796483471948,A,44MM,Available,35.0,0,35.0,0.0,34,5.666666666666667,6.1764705882352935,84.0,0.0,2019h4,0.0,0.0,0.0,0.0,0.0,20.0,47.0,6.0,1.0,3.0,2.0,12.0,3.0,Black,Japan - JP,2 - Year International Limited Warranty,Black,Leather,Stainless steel,Buckle,Black,Automatic,50m - 160ft - 5atm,10000.0,44.0,Mens,240.0,Townsman auto,120.0
ME3171,796483471955,C,44MM,Available,27.0,20,47.0,0.0,23,3.8333333333333335,12.26086956521739,84.0,0.0,2019h4,0.0,0.0,0.0,0.0,0.0,20.0,40.0,2.0,1.0,2.0,1.0,6.0,1.5,White,Japan - JP,2 - Year International Limited Warranty,Blue,Leather,Stainless steel,Buckle,White,Automatic,50m - 160ft - 5atm,10000.0,44.0,Mens,240.0,Townsman auto,120.0
ME3172,796483477858,B,44MM,Available,36.0,0,36.0,0.0,17,2.8333333333333335,12.705882352941176,91.0,0.0,2019h4,0.0,0.0,0.0,0.0,0.0,10.0,19.0,0.0,3.0,1.0,2.0,6.0,1.5,Black,Japan - JP,2 - Year International Limited Warranty,Grey,Stainless steel,Stainless steel,Fold-over,Black,Automatic,50m - 160ft - 5atm,10000.0,44.0,Mens,260.0,Townsman auto,130.0
ME3175,796483480537,C,35MM,Available,6.0,10,16.0,0.0,14,2.3333333333333335,6.857142857142857,77.0,0.0,2020h1,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,3.0,2.0,1.0,6.0,1.5,Rose gold,Japan - JP,2 - Year International Limited Warranty,Rose gold,Mesh,Stainless steel,Buckle,Rose gold,Automatic,50m - 160ft - 5atm,100.0,35.0,Ladies,220.0,Carlie,110.0
ME3181,796483480841,C,48MM,Available,23.0,20,43.0,0.0,6,1.0,43.0,87.5,0.0,No status reported,0.0,0.0,0.0,0.0,0.0,5.0,13.0,0.0,3.0,1.0,0.0,4.0,1.0,Brown,China - CN,2 - Year International Limited Warranty,Brown,Leather,Stainless steel,Buckle,Silver,Automatic,50m - 160ft - 5atm,10000.0,48.0,Mens,250.0,Townsman,125.0
ME3183,796483497702,C,44MM,Delivery within 6 weeks,3.0,10,13.0,0.0,4,0.6666666666666666,19.5,91.0,0.0,2020h2,0.0,0.0,0.0,0.0,0.0,11.0,9.0,0.0,0.0,1.0,1.0,2.0,0.5,Black,Japan - JP,2 - Year International Limited Warranty,Black,Stainless steel,Stainless steel,Deployment,Black,Automatic,50m - 160ft - 5atm,10000.0,44.0,Mens,260.0,Neutra automatic,130.0
ME3184,796483497696,C,44MM,Available,0.0,10,10.0,0.0,11,1.8333333333333333,5.454545454545455,84.0,0.0,2020h2,0.0,0.0,0.0,0.0,0.0,6.0,7.0,0.0,11.0,0.0,0.0,11.0,2.75,Silver,Japan - JP,2 - Year International Limited Warranty,Brown,Leather,Stainless steel,Buckle,Silver,Automatic,50m - 160ft - 5atm,10000.0,44.0,Mens,240.0,Neutra automatic,120.0
ME3185,796483497689,A,44MM,Available,24.0,0,24.0,0.0,3,0.5,48.0,91.0,0.0,2020h2,0.0,0.0,0.0,0.0,0.0,15.0,15.0,1.0,0.0,0.0,1.0,2.0,0.5,Silver,Japan - JP,2 - Year International Limited Warranty,Silver,Stainless steel,Stainless steel,Deployment,Silver,Automatic,50m - 160ft - 5atm,10000.0,44.0,Mens,260.0,Neutra automatic,130.0
ME3188,796483511064,C,28MM,Delivery within 6 weeks,5.0,0,5.0,5.0,11,1.8333333333333333,5.454545454545455,70.0,350.0,2020h3,0.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,2.0,1.0,2.0,6.0,1.5,Mother of pearl,China - CN,2 - Year International Limited Warranty,Rose gold,Stainless steel,Stainless steel,Fold-over,Mother of pearl,Automatic,50m - 160ft - 5atm,10000.0,28.0,Ladies,200.0,Carlie mini me,100.0
ME3189,796483511071,C,28MM,Out of stock,10.0,0,10.0,0.0,11,1.8333333333333333,5.454545454545455,70.0,0.0,2020h3,0.0,0.0,0.0,0.0,0.0,0.0,14.0,2.0,2.0,1.0,0.0,5.0,1.25,Mother of pearl,China - CN,2 - Year International Limited Warranty,Silver,Stainless steel,Stainless steel,Fold-over,Mother of pearl,Automatic,50m - 160ft - 5atm,10000.0,28.0,Ladies,200.0,Carlie mini me,100.0
ME3190,796483513259,C,42MM,Limited availability,19.0,10,29.0,0.0,22,3.6666666666666665,7.909090909090909,80.5,0.0,2020h3,0.0,0.0,0.0,0.0,0.0,4.0,48.0,3.0,3.0,2.0,4.0,12.0,3.0,Blue,China - CN,2 - Year International Limited Warranty,Silver,Stainless steel,Stainless steel,Fold-over,Blue,Automatic,100m - 330ft - 10atm,10000.0,42.0,Mens,230.0,Fb - 01 automatic,115.0
ME3195,796483530492,C,44MM,Available,38.0,0,38.0,0.0,20,3.3333333333333335,11.4,84.0,0.0,No status reported,0.0,0.0,0.0,0.0,0.0,0.0,8.0,3.0,3.0,6.0,2.0,14.0,3.5,Rose gold,Japan - JP,2 - Year International Limited Warranty,Brown,Leather,Stainless steel,Buckle,Black,Automatic,50m - 160ft - 5atm,100.0,44.0,Mens,240.0,Neutra automatic,120.0
ME3196,796483530508,C,44MM,Available,22.0,20,42.0,0.0,21,3.5,12.0,91.0,0.0,No status reported,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,1.0,3.0,1.0,5.0,1.25,Two-tone,Japan - JP,2 - Year International Limited Warranty,Two-tone,Stainless steel,Stainless steel,Fold-over,White,Automatic,50m - 160ft - 5atm,100.0,44.0,Mens,260.0,Neutra automatic,130.0
ME3197,796483530546,C,44MM,Available,26.0,0,26.0,0.0,14,2.3333333333333335,11.142857142857142,94.5,0.0,2021h1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,11.0,1.0,13.0,3.25,Black,Japan - JP,2 - Year International Limited Warranty,Black,Stainless steel,Stainless steel,Clasp,Black,Automatic,50m - 160ft - 5atm,100.0,44.0,Mens,270.0,Townsman,135.0
ME3200,796483534438,C,44MM,Available,17.0,0,17.0,0.0,16,2.6666666666666665,6.375,87.5,0.0,No status reported,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,3.0,4.0,0.0,9.0,2.25,Silver,Japan - JP,2 - Year International Limited Warranty,Black,Leather,Stainless steel,Buckle,Blue,Automatic,50m - 160ft - 5atm,100.0,44.0,Mens,250.0,Townsman,125.0
ME3201,796483534445,C,42MM,Delivery within 6 weeks,12.0,0,12.0,0.0,20,3.3333333333333335,3.5999999999999996,80.5,0.0,2021h2,0.0,0.0,0.0,0.0,0.0,0.0,12.0,2.0,3.0,3.0,1.0,9.0,2.25,Gunmetal,Japan - JP,2 - Year International Limited Warranty,Gunmetal,Stainless steel,Stainless steel,Fold-over,Black,Automatic,100m - 330ft - 10atm,100.0,42.0,Mens,230.0,Fb-01 automatic,115.0
ME3202,796483536593,C,42MM,Delivery within 6 weeks,0.0,10,10.0,0.0,0,0.0,0.0,84.0,0.0,No status reported,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Blue,China - CN,2 - Year International Limited Warranty,Brown,Leather,Stainless steel,Buckle,Blue,Automatic,50m - 160ft - 5atm,100.0,42.0,Mens,240.0,Inscription,120.0
ME3203,796483536609,C,42MM,Delivery within 6 weeks,0.0,10,10.0,0.0,0,0.0,0.0,91.0,0.0,No status reported,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Black,China - CN,2 - Year International Limited Warranty,Black,Stainless steel,Stainless steel,Deployment,Black,Automatic,50m - 160ft - 5atm,100.0,42.0,Mens,260.0,Inscription,130.0
ME3204,796483539310,C,42MM,Delivery within 6 weeks,0.0,15,15.0,0.0,0,0.0,0.0,91.0,0.0,No status reported,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Black,China - CN,2 - Year International Limited Warranty,Gold,Stainless steel,Stainless steel,Deployment,Black,Automatic,50m - 160ft - 5atm,100.0,42.0,Mens,260.0,Inscription,130.0
ME3205,796483539327,C,42MM,Delivery within 6 weeks,0.0,15,15.0,0.0,0,0.0,0.0,84.0,0.0,No status reported,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Black,China - CN,2 - Year International Limited Warranty,Black,Leather,Stainless steel,Buckle,Black,Automatic,50m - 160ft - 5atm,100.0,42.0,Mens,240.0,Inscription,120.0
ME3206,796483555068,C,42MM,Available,31.0,0,31.0,0.0,9,1.5,20.666666666666668,91.0,0.0,2021h4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,4.0,8.0,2.0,Smoke,China - CN,2 - Year International Limited Warranty,Grey,Stainless steel,Stainless steel,Deployment,Grey,Automatic,50m - 160ft - 5atm,100.0,42.0,Mens,260.0,Everett,130.0
ME3207,796483555075,C,42MM,Available,27.0,0,27.0,0.0,13,2.1666666666666665,12.461538461538462,84.0,0.0,2021h4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,10.0,0.0,13.0,3.25,Black,China - CN,2 - Year International Limited Warranty,Brown,Leather,Stainless steel,Buckle,Black,Automatic,50m - 160ft - 5atm,100.0,42.0,Mens,240.0,Everett,120.0
ME3208,796483555082,C,42MM,Available,41.0,0,41.0,0.0,9,1.5,27.333333333333332,84.0,0.0,2021h4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,5.0,8.0,2.0,Gold,China - CN,2 - Year International Limited Warranty,Black,Leather,Stainless steel,Buckle,Black,Automatic,50m - 160ft - 5atm,100.0,42.0,Mens,240.0,Everett,120.0
ME3210,796483555099,C,44MM,Available,20.0,0,20.0,0.0,10,1.6666666666666667,12.0,87.5,0.0,2021h4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,5.0,0.0,10.0,2.5,Gold,China - CN,2 - Year International Limited Warranty,Black,Leather,Stainless steel,Buckle,Black,Automatic,50m - 160ft - 5atm,100.0,44.0,Mens,250.0,Townsman,125.0
ME3211,796483555549,C,34MM,Available,19.0,0,19.0,0.0,1,0.16666666666666666,114.0,73.5,0.0,2021h4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.25,Rose gold,Japan - JP,2 - Year International Limited Warranty,Rose gold,Stainless steel,Stainless steel,Deployment,Brown,Automatic,50m - 160ft - 5atm,100.0,34.0,Ladies,210.0,Stella,105.0
ME3214,796483561380,2022h1,34MM,Available,17.0,0,17.0,0.0,3,0.5,34.0,73.5,0.0,2022h1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.5,Silver,Japan - JP,2 - Year International Limited Warranty,Two-tone,Stainless steel,Stainless steel,Deployment,Silver,Automatic,50m - 160ft - 5atm,100.0,34.0,Ladies,210.0,Stella,105.0
ME3220,796483570795,2022h2,42MM,Delivery within 6 weeks,0.0,30,30.0,0.0,0,0.0,0.0,91.0,0.0,No status reported,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Blue,China - CN,2 - Year International Limited Warranty,Silver,Stainless steel,Stainless steel,Fold-over,Blue,Automatic,50m - 160ft - 5atm,100.0,42.0,Mens,260.0,Everett,130.0
